day	nb_of_cylinder	x	y	z	Ni	Cr						
10	552	-3	2	0	19.99735	24.99206						
10	552	-2	3	0	19.99999	24.99997						
10	552	-1	-2	0	19.99947	24.99841						
10	552	0	-3	0	20.00000	25.00001						
10	552	1	-3	0	20.00001	25.00003						
10	552	1	4	0	20.00000	25.00000						
10	552	2	1	0	20.05316	25.15948						
10	552	3	3	0	20.00002	25.00007						
10	552	-4	-2	4	19.98147	24.99333						
10	552	-3	-2	4	19.98677	24.99524						
10	552	-3	3	4	19.99991	24.99997						
10	552	-2	3	4	19.99995	24.99998						
10	552	-1	3	4	19.99998	24.99999						
10	552	0	-3	4	20.00002	25.00001						
10	552	1	-2	4	20.00794	25.00286						
10	552	1	3	4	20.00005	25.00002						
10	552	3	-2	4	20.01853	25.00667						
10	552	3	1	4	20.37211	25.13396						
10	636	-4	-4	0	20.00000	25.00000						
10	636	-4	1	0	19.92777	24.78331						
10	636	-3	3	0	19.99998	24.99995						
10	636	-2	1	0	19.96904	24.90713						
10	636	-1	1	0	19.98968	24.96904						
10	636	0	-3	0	20.00000	25.00001						
10	636	1	-2	0	20.00154	25.00462						
10	636	1	4	0	20.00000	25.00000						
10	636	3	-4	0	20.00000	25.00000						
10	636	4	-1	0	20.09287	25.27860						
10	636	-4	-4	4	20.00000	25.00000						
10	636	-3	-2	4	19.98716	24.99538						
10	636	-3	1	4	19.74204	24.90713						
10	636	-2	2	4	19.99229	24.99723						
10	636	-1	1	4	19.94841	24.98143						
10	636	0	0	4	20.14024	25.05049						
10	636	1	-1	4	20.15478	25.05572						
10	636	1	3	4	20.00005	25.00002						
10	636	2	1	4	20.25796	25.09287						
10	636	4	-1	4	20.46434	25.16716						
10	773	-4	-2	0	19.99656	24.98969						
10	773	-4	3	0	19.99998	24.99993						
10	773	-2	-5	0	20.00000	25.00000						
10	773	-1	-5	0	20.00000	25.00000						
10	773	-1	-3	0	20.00000	24.99999						
10	773	0	1	0	20.00986	25.02958						
10	773	1	-4	0	20.00000	25.00000						
10	773	1	4	0	20.00000	25.00000						
10	773	2	3	0	20.00002	25.00005						
10	773	3	3	0	20.00002	25.00007						
10	773	-5	1	4	19.55626	24.84025						
10	773	-4	1	4	19.65487	24.87575						
10	773	-3	2	4	19.98773	24.99558						
10	773	-2	2	4	19.99264	24.99735						
10	773	-1	2	4	19.99755	24.99912						
10	773	0	-3	4	20.00002	25.00001						
10	773	1	-5	4	20.00000	25.00000						
10	773	2	-4	4	20.00000	25.00000						
10	773	2	3	4	20.00008	25.00003						
10	773	3	3	4	20.00012	25.00004						
10	869	-5	0	0	19.76573	24.29720						
10	869	-3	-3	0	19.99998	24.99995						
10	869	-3	2	0	19.99762	24.99285						
10	869	-1	-5	0	20.00000	25.00000						
10	869	-1	3	0	20.00000	24.99999						
10	869	0	-1	0	20.00958	25.02873						
10	869	1	-5	0	20.00000	25.00000						
10	869	2	-3	0	20.00002	25.00005						
10	869	2	3	0	20.00002	25.00005						
10	869	3	2	0	20.00334	25.01001						
10	869	-4	-4	4	20.00000	25.00000						
10	869	-3	-3	4	19.99992	24.99997						
10	869	-3	3	4	19.99992	24.99997						
10	869	-2	2	4	19.99285	24.99743						
10	869	-1	-2	4	19.99762	24.99914						
10	869	0	-4	4	20.00000	25.00000						
10	869	1	-2	4	20.00715	25.00257						
10	869	2	-2	4	20.01192	25.00429						
10	869	2	1	4	20.23939	25.08618						
10	869	4	-1	4	20.43091	25.15513						
10	956	-5	-2	0	19.99581	24.98744						
10	956	-3	-3	0	19.99998	24.99995						
10	956	-3	1	0	19.95330	24.85990						
10	956	-2	2	0	19.99860	24.99581						
10	956	-1	2	0	19.99953	24.99860						
10	956	0	-2	0	20.00047	25.00140						
10	956	1	-4	0	20.00000	25.00000						
10	956	1	3	0	20.00001	25.00003						
10	956	3	-3	0	20.00002	25.00007						
10	956	4	-2	0	20.00419	25.01256						
10	956	-5	-2	4	19.97907	24.99247						
10	956	-3	-3	4	19.99992	24.99997						
10	956	-2	-3	4	19.99995	24.99998						
10	956	-2	-1	4	19.85990	24.94957						
10	956	-1	4	4	20.00000	25.00000						
10	956	0	-4	4	20.00000	25.00000						
10	956	1	-3	4	20.00005	25.00002						
10	956	2	-4	4	20.00000	25.00000						
10	956	3	-1	4	20.32689	25.11768						
10	956	4	1	4	20.42029	25.15130						
